entry,at,order
"""Isaac @ 8Cxf2C0Rzg"" raises to 0.90",2025-11-26T17:12:11.041Z,176417713104100
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T17:12:04.540Z,176417712454009
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T17:12:04.540Z,176417712454008
"Your hand is 6♠, 6♣",2025-11-26T17:12:04.540Z,176417712454004
"Player stacks: #3 ""matt @ BX9q3pofqn"" (31.96) | #5 ""jarell @ DmldWHcaFG"" (60.45) | #6 ""luks @ umdjNW_Jbv"" (32.69) | #7 ""Isaac @ 8Cxf2C0Rzg"" (29.43) | #8 ""Harry @ _rSA9D8q4_"" (48.95) | #9 ""asher @ ft9OPf3s9o"" (26.36)",2025-11-26T17:12:04.540Z,176417712454001
"-- starting hand #58 (id: zlfbfhel1tk6)  (No Limit Texas Hold'em) (dealer: ""matt @ BX9q3pofqn"") --",2025-11-26T17:12:04.540Z,176417712454000
"""Harry @ _rSA9D8q4_"" shows a 7♦.",2025-11-26T17:12:00.686Z,176417712068600
"""asher @ ft9OPf3s9o"" shows a A♦.",2025-11-26T17:12:00.218Z,176417712021800
"""matt @ BX9q3pofqn"" shows a 4♣, 2♣.",2025-11-26T17:11:59.369Z,176417711936900
"-- ending hand #57 --",2025-11-26T17:11:56.517Z,176417711651702
"""asher @ ft9OPf3s9o"" collected 13.20 from pot",2025-11-26T17:11:56.517Z,176417711651701
"Uncalled bet of 13.16 returned to ""asher @ ft9OPf3s9o""",2025-11-26T17:11:56.517Z,176417711651700
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:11:55.702Z,176417711570200
"""asher @ ft9OPf3s9o"" bets 13.16 and go all in",2025-11-26T17:09:41.823Z,176417698182300
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:09:32.821Z,176417697282100
"Turn: 6♦, 3♦, 5♦ [J♥]",2025-11-26T17:09:17.680Z,176417695768000
"""asher @ ft9OPf3s9o"" calls 3.10",2025-11-26T17:09:16.870Z,176417695687000
"""Isaac @ 8Cxf2C0Rzg"" bets 3.10",2025-11-26T17:09:00.720Z,176417694072000
"Flop:  [6♦, 3♦, 5♦]",2025-11-26T17:08:47.449Z,176417692744900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:08:46.628Z,176417692662800
"""Isaac @ 8Cxf2C0Rzg"" calls 2.80",2025-11-26T17:08:43.545Z,176417692354500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:08:36.799Z,176417691679900
"""matt @ BX9q3pofqn"" folds",2025-11-26T17:08:35.062Z,176417691506200
"""asher @ ft9OPf3s9o"" raises to 2.80",2025-11-26T17:08:33.950Z,176417691395000
"""Harry @ _rSA9D8q4_"" calls 1.00",2025-11-26T17:08:30.791Z,176417691079100
"""Isaac @ 8Cxf2C0Rzg"" raises to 1.00",2025-11-26T17:08:27.633Z,176417690763300
"""luks @ umdjNW_Jbv"" folds",2025-11-26T17:08:19.124Z,176417689912400
"""asher @ ft9OPf3s9o"" posts a missing small blind of 0.10",2025-11-26T17:08:17.883Z,176417689788311
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T17:08:17.883Z,176417689788310
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T17:08:17.883Z,176417689788309
"Your hand is 2♠, 5♣",2025-11-26T17:08:17.883Z,176417689788305
