entry,at,order
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (10.28) | #3 ""matt @ BX9q3pofqn"" (29.12) | #4 ""Harry @ _rSA9D8q4_"" (31.13) | #5 ""jarell @ DmldWHcaFG"" (30.56) | #6 ""luks @ umdjNW_Jbv"" (28.91)",2025-11-26T16:17:37.095Z,176417385709501
"-- starting hand #25 (id: jrlna7crjgnm)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:17:37.095Z,176417385709500
"-- ending hand #24 --",2025-11-26T16:17:34.164Z,176417385416402
"""jarell @ DmldWHcaFG"" collected 11.00 from pot",2025-11-26T16:17:34.164Z,176417385416401
"Uncalled bet of 11.00 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:17:34.164Z,176417385416400
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:17:33.346Z,176417385334600
"""jarell @ DmldWHcaFG"" bets 11.00",2025-11-26T16:17:15.388Z,176417383538800
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:17:04.822Z,176417382482200
"River: 10♥, Q♠, 3♥, 4♦ [7♥]",2025-11-26T16:16:48.317Z,176417380831700
"""jarell @ DmldWHcaFG"" calls 2.00",2025-11-26T16:16:47.455Z,176417380745500
"""Harry @ _rSA9D8q4_"" bets 2.00",2025-11-26T16:16:45.939Z,176417380593900
"Turn: 10♥, Q♠, 3♥ [4♦]",2025-11-26T16:16:39.710Z,176417379971000
"""jarell @ DmldWHcaFG"" calls 1.75",2025-11-26T16:16:38.906Z,176417379890600
"""Harry @ _rSA9D8q4_"" bets 1.75",2025-11-26T16:16:37.134Z,176417379713400
"Flop:  [10♥, Q♠, 3♥]",2025-11-26T16:16:28.369Z,176417378836900
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:16:27.564Z,176417378756400
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:16:26.415Z,176417378641500
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:16:02.968Z,176417376296800
"""jarell @ DmldWHcaFG"" calls 1.50",2025-11-26T16:16:01.829Z,176417376182900
"""Harry @ _rSA9D8q4_"" raises to 1.50",2025-11-26T16:16:00.514Z,176417376051400
"""matt @ BX9q3pofqn"" calls 0.20",2025-11-26T16:15:57.206Z,176417375720600
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T16:15:54.344Z,176417375434408
"""luks @ umdjNW_Jbv"" posts a small blind of 0.10",2025-11-26T16:15:54.344Z,176417375434407
"Your hand is 4♠, 6♦",2025-11-26T16:15:54.344Z,176417375434406
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (10.48) | #3 ""matt @ BX9q3pofqn"" (29.32) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (24.81) | #6 ""luks @ umdjNW_Jbv"" (29.01)",2025-11-26T16:15:54.344Z,176417375434401
"-- starting hand #24 (id: wtda0fxr3bby)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T16:15:54.344Z,176417375434400
"-- ending hand #23 --",2025-11-26T16:15:48.340Z,176417374834002
"""matt @ BX9q3pofqn"" collected 5.35 from pot with Three of a Kind, 6's (combination: 6♣, 6♠, 6♥, 10♥, 7♠)",2025-11-26T16:15:48.340Z,176417374834001
"""matt @ BX9q3pofqn"" shows a 6♣, 6♠.",2025-11-26T16:15:48.340Z,176417374834000
"""luks @ umdjNW_Jbv"" calls 2.00",2025-11-26T16:15:47.505Z,176417374750500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:15:22.742Z,176417372274200
"""matt @ BX9q3pofqn"" bets 2.00",2025-11-26T16:15:20.210Z,176417372021000
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:15:15.958Z,176417371595800
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:15:09.562Z,176417370956200
"River: 7♠, 10♥, 3♠, 4♥ [6♥]",2025-11-26T16:15:07.486Z,176417370748600
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:15:06.680Z,176417370668000
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:15:05.037Z,176417370503700
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:15:01.756Z,176417370175600
"Turn: 7♠, 10♥, 3♠ [4♥]",2025-11-26T16:14:44.935Z,176417368493500
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:14:44.129Z,176417368412900
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:14:42.405Z,176417368240500
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:14:41.293Z,176417368129300
"Flop:  [7♠, 10♥, 3♠]",2025-11-26T16:14:38.716Z,176417367871600
"""luks @ umdjNW_Jbv"" calls 0.45",2025-11-26T16:14:37.828Z,176417367782800
"""jarell @ DmldWHcaFG"" calls 0.45",2025-11-26T16:14:36.444Z,176417367644400
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:14:34.382Z,176417367438200
"""matt @ BX9q3pofqn"" raises to 0.45",2025-11-26T16:14:33.278Z,176417367327800
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:14:29.987Z,176417366998700
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T16:14:26.262Z,176417366626208
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T16:14:26.262Z,176417366626207
"Your hand is 7♦, J♣",2025-11-26T16:14:26.262Z,176417366626206
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (10.48) | #3 ""matt @ BX9q3pofqn"" (26.42) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (25.26) | #6 ""luks @ umdjNW_Jbv"" (31.46)",2025-11-26T16:14:26.262Z,176417366626201
"-- starting hand #23 (id: h3le08glxdq5)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T16:14:26.262Z,176417366626200
"-- ending hand #22 --",2025-11-26T16:14:20.320Z,176417366032002
"""matt @ BX9q3pofqn"" collected 4.50 from pot",2025-11-26T16:14:20.320Z,176417366032001
"Uncalled bet of 2.25 returned to ""matt @ BX9q3pofqn""",2025-11-26T16:14:20.320Z,176417366032000
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:14:19.515Z,176417365951500
"""matt @ BX9q3pofqn"" bets 2.25",2025-11-26T16:14:16.274Z,176417365627400
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:14:12.047Z,176417365204700
"Flop:  [Q♣, 8♣, J♣]",2025-11-26T16:14:08.392Z,176417364839200
"""loki @ 7Nv8hjyL1f"" calls 2.10",2025-11-26T16:14:07.513Z,176417364751300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:13:59.639Z,176417363963900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:13:58.301Z,176417363830100
"""matt @ BX9q3pofqn"" raises to 2.10",2025-11-26T16:13:56.625Z,176417363662500
"""loki @ 7Nv8hjyL1f"" raises to 0.60",2025-11-26T16:13:44.368Z,176417362436800
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:13:41.401Z,176417362140100
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T16:13:39.302Z,176417361930208
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T16:13:39.302Z,176417361930207
"Your hand is 5♣, K♠",2025-11-26T16:13:39.302Z,176417361930206
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (12.58) | #3 ""matt @ BX9q3pofqn"" (24.02) | #4 ""Harry @ _rSA9D8q4_"" (36.48) | #5 ""jarell @ DmldWHcaFG"" (25.46) | #6 ""luks @ umdjNW_Jbv"" (31.46)",2025-11-26T16:13:39.302Z,176417361930201
"-- starting hand #22 (id: v9feiva7y0zs)  (No Limit Texas Hold'em) (dealer: ""matt @ BX9q3pofqn"") --",2025-11-26T16:13:39.302Z,176417361930200
"-- ending hand #21 --",2025-11-26T16:13:33.387Z,176417361338702
"""Harry @ _rSA9D8q4_"" collected 0.20 from pot",2025-11-26T16:13:33.387Z,176417361338701
"Uncalled bet of 0.10 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T16:13:33.387Z,176417361338700
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:13:32.566Z,176417361256600
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:13:31.456Z,176417361145600
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:13:30.273Z,176417361027300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:13:29.180Z,176417360918000
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T16:13:25.890Z,176417360589008
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T16:13:25.890Z,176417360589007
"Your hand is 4♣, 5♦",2025-11-26T16:13:25.890Z,176417360589006
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (12.58) | #3 ""matt @ BX9q3pofqn"" (24.12) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (25.46) | #6 ""luks @ umdjNW_Jbv"" (31.46)",2025-11-26T16:13:25.890Z,176417360589001
"-- starting hand #21 (id: ttul6igdwezu)  (No Limit Texas Hold'em) (dealer: ""loki @ 7Nv8hjyL1f"") --",2025-11-26T16:13:25.890Z,176417360589000
"-- ending hand #20 --",2025-11-26T16:13:22.962Z,176417360296202
"""matt @ BX9q3pofqn"" collected 3.00 from pot",2025-11-26T16:13:22.962Z,176417360296201
"Uncalled bet of 5.00 returned to ""matt @ BX9q3pofqn""",2025-11-26T16:13:22.962Z,176417360296200
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:13:22.157Z,176417360215700
"""matt @ BX9q3pofqn"" bets 5.00",2025-11-26T16:13:20.624Z,176417360062400
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:13:10.854Z,176417359085400
"River: 4♠, 9♥, 8♥, 10♠ [8♦]",2025-11-26T16:13:04.149Z,176417358414900
"""loki @ 7Nv8hjyL1f"" calls 0.90",2025-11-26T16:13:03.306Z,176417358330600
"""matt @ BX9q3pofqn"" bets 0.90",2025-11-26T16:13:01.772Z,176417358177200
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:12:58.683Z,176417357868300
"Turn: 4♠, 9♥, 8♥ [10♠]",2025-11-26T16:12:58.089Z,176417357808900
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:12:57.286Z,176417357728600
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:12:55.470Z,176417357547000
"Flop:  [4♠, 9♥, 8♥]",2025-11-26T16:12:53.815Z,176417357381500
"""matt @ BX9q3pofqn"" calls 0.60",2025-11-26T16:12:52.955Z,176417357295500
"""loki @ 7Nv8hjyL1f"" raises to 0.60",2025-11-26T16:12:51.461Z,176417357146100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:12:38.924Z,176417355892400
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:12:37.819Z,176417355781900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:12:36.624Z,176417355662400
"""matt @ BX9q3pofqn"" posts a big blind of 0.20",2025-11-26T16:12:33.940Z,176417355394008
"""loki @ 7Nv8hjyL1f"" posts a small blind of 0.10",2025-11-26T16:12:33.940Z,176417355394007
"Your hand is 4♣, 6♠",2025-11-26T16:12:33.940Z,176417355394006
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (14.08) | #3 ""matt @ BX9q3pofqn"" (22.62) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (25.46) | #6 ""luks @ umdjNW_Jbv"" (31.46)",2025-11-26T16:12:33.940Z,176417355394001
"-- starting hand #20 (id: bsktietexiws)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:12:33.940Z,176417355394000
"Undealt cards: 10♠, 4♠, 8♣, 5♣ [7♠]",2025-11-26T16:12:29.640Z,176417354964000
"-- ending hand #19 --",2025-11-26T16:12:27.995Z,176417354799502
"""jarell @ DmldWHcaFG"" collected 4.51 from pot",2025-11-26T16:12:27.995Z,176417354799501
"Uncalled bet of 2.25 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:12:27.995Z,176417354799500
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:12:27.155Z,176417354715500
"""jarell @ DmldWHcaFG"" bets 2.25",2025-11-26T16:12:19.907Z,176417353990700
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:12:14.229Z,176417353422900
"Turn: 10♠, 4♠, 8♣ [5♣]",2025-11-26T16:11:54.011Z,176417351401100
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:11:53.178Z,176417351317800
"""loki @ 7Nv8hjyL1f"" calls 1.35",2025-11-26T16:11:52.079Z,176417351207900
"""jarell @ DmldWHcaFG"" bets 1.35",2025-11-26T16:11:44.832Z,176417350483200
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:11:42.055Z,176417350205500
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T16:11:40.205Z,176417350020500
"Flop:  [10♠, 4♠, 8♣]",2025-11-26T16:11:38.169Z,176417349816900
"""loki @ 7Nv8hjyL1f"" calls 0.57",2025-11-26T16:11:37.331Z,176417349733100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:11:34.245Z,176417349424500
"""jarell @ DmldWHcaFG"" calls 0.57",2025-11-26T16:11:33.068Z,176417349306800
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:11:31.834Z,176417349183400
"""matt @ BX9q3pofqn"" raises to 0.57",2025-11-26T16:11:30.731Z,176417349073100
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T16:11:25.755Z,176417348575508
"""luks @ umdjNW_Jbv"" posts a small blind of 0.10",2025-11-26T16:11:25.755Z,176417348575507
"Your hand is Q♠, 7♣",2025-11-26T16:11:25.755Z,176417348575506
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (16.00) | #3 ""matt @ BX9q3pofqn"" (23.19) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (22.87) | #6 ""luks @ umdjNW_Jbv"" (31.56)",2025-11-26T16:11:25.755Z,176417348575501
"-- starting hand #19 (id: jatqzqvhxhvc)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T16:11:25.755Z,176417348575500
"""luks @ umdjNW_Jbv"" shows a 9♦.",2025-11-26T16:11:24.351Z,176417348435100
"""loki @ 7Nv8hjyL1f"" shows a 6♠, A♠.",2025-11-26T16:11:21.467Z,176417348146700
"Undealt cards:  [5♦, 6♦, 2♦, A♣, 9♠]",2025-11-26T16:11:19.360Z,176417347936000
"-- ending hand #18 --",2025-11-26T16:11:18.376Z,176417347837602
"""luks @ umdjNW_Jbv"" collected 0.90 from pot",2025-11-26T16:11:18.376Z,176417347837601
"Uncalled bet of 0.90 returned to ""luks @ umdjNW_Jbv""",2025-11-26T16:11:18.376Z,176417347837600
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:11:17.569Z,176417347756900
"""luks @ umdjNW_Jbv"" raises to 1.30",2025-11-26T16:11:08.515Z,176417346851500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:11:05.339Z,176417346533900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:10:58.385Z,176417345838500
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:10:57.198Z,176417345719800
"""loki @ 7Nv8hjyL1f"" raises to 0.40",2025-11-26T16:10:56.065Z,176417345606500
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T16:10:50.933Z,176417345093308
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T16:10:50.933Z,176417345093307
"Your hand is 9♦, 10♦",2025-11-26T16:10:50.933Z,176417345093306
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (16.40) | #3 ""matt @ BX9q3pofqn"" (23.19) | #4 ""Harry @ _rSA9D8q4_"" (36.38) | #5 ""jarell @ DmldWHcaFG"" (22.97) | #6 ""luks @ umdjNW_Jbv"" (31.06)",2025-11-26T16:10:50.933Z,176417345093301
"-- starting hand #18 (id: wizmdkxkordn)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T16:10:50.933Z,176417345093300
"""Harry @ _rSA9D8q4_"" shows a 3♠.",2025-11-26T16:10:45.720Z,176417344572000
"-- ending hand #17 --",2025-11-26T16:10:44.330Z,176417344433002
"""Harry @ _rSA9D8q4_"" collected 0.40 from pot",2025-11-26T16:10:44.330Z,176417344433001
"Uncalled bet of 0.20 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T16:10:44.330Z,176417344433000
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:10:43.446Z,176417344344600
"""Harry @ _rSA9D8q4_"" bets 0.20",2025-11-26T16:10:42.315Z,176417344231500
"Flop:  [3♦, 3♣, K♥]",2025-11-26T16:10:39.324Z,176417343932400
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:10:38.457Z,176417343845700
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:10:37.100Z,176417343710000
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:10:35.388Z,176417343538800
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:10:34.318Z,176417343431800
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:10:30.216Z,176417343021600
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T16:10:28.518Z,176417342851808
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T16:10:28.518Z,176417342851807
"Your hand is 7♣, A♠",2025-11-26T16:10:28.518Z,176417342851806
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (16.40) | #3 ""matt @ BX9q3pofqn"" (23.19) | #4 ""Harry @ _rSA9D8q4_"" (36.18) | #5 ""jarell @ DmldWHcaFG"" (23.17) | #6 ""luks @ umdjNW_Jbv"" (31.06)",2025-11-26T16:10:28.518Z,176417342851801
"-- starting hand #17 (id: tf6cf4n21enb)  (No Limit Texas Hold'em) (dealer: ""matt @ BX9q3pofqn"") --",2025-11-26T16:10:28.518Z,176417342851800
"Undealt cards: 2♣, 4♥, 8♣ [7♣, A♠]",2025-11-26T16:10:24.885Z,176417342488500
"""loki @ 7Nv8hjyL1f"" shows a 5♣, 5♦.",2025-11-26T16:10:22.510Z,176417342251000
"""luks @ umdjNW_Jbv"" shows a 7♠, 7♦.",2025-11-26T16:10:22.040Z,176417342204000
"-- ending hand #16 --",2025-11-26T16:10:21.171Z,176417342117102
"""loki @ 7Nv8hjyL1f"" collected 2.70 from pot",2025-11-26T16:10:21.171Z,176417342117101
"Uncalled bet of 2.70 returned to ""loki @ 7Nv8hjyL1f""",2025-11-26T16:10:21.171Z,176417342117100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:10:20.363Z,176417342036300
"""loki @ 7Nv8hjyL1f"" bets 2.70",2025-11-26T16:09:55.302Z,176417339530200
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:09:52.178Z,176417339217800
"Flop:  [2♣, 4♥, 8♣]",2025-11-26T16:09:50.199Z,176417339019900
"""luks @ umdjNW_Jbv"" calls 1.00",2025-11-26T16:09:49.354Z,176417338935400
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:09:47.432Z,176417338743200
"""loki @ 7Nv8hjyL1f"" raises to 1.00",2025-11-26T16:09:45.995Z,176417338599500
"""luks @ umdjNW_Jbv"" raises to 0.80",2025-11-26T16:09:43.873Z,176417338387300
"""Harry @ _rSA9D8q4_"" calls 0.60",2025-11-26T16:09:40.768Z,176417338076800
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:09:39.249Z,176417337924900
"""loki @ 7Nv8hjyL1f"" raises to 0.60",2025-11-26T16:09:38.138Z,176417337813800
"""luks @ umdjNW_Jbv"" raises to 0.40",2025-11-26T16:09:33.364Z,176417337336400
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:09:31.348Z,176417337134800
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T16:09:28.574Z,176417336857409
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T16:09:28.574Z,176417336857408
"Your hand is 7♠, 7♦",2025-11-26T16:09:28.574Z,176417336857407
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (14.70) | #3 ""matt @ BX9q3pofqn"" (23.29) | #4 ""Harry @ _rSA9D8q4_"" (36.78) | #5 ""jarell @ DmldWHcaFG"" (23.17) | #6 ""luks @ umdjNW_Jbv"" (32.06)",2025-11-26T16:09:28.574Z,176417336857402
"-- starting hand #16 (id: qkmiijz1le3u)  (No Limit Texas Hold'em) (dealer: ""loki @ 7Nv8hjyL1f"") --",2025-11-26T16:09:28.574Z,176417336857401
"The admin updated the player ""matt @ BX9q3pofqn"" stack from 3.29 to 23.29.",2025-11-26T16:09:28.574Z,176417336857400
"Undealt cards: K♦, 4♠, 7♠ [Q♦, A♠]",2025-11-26T16:09:25.211Z,176417336521100
"-- ending hand #15 --",2025-11-26T16:09:22.662Z,176417336266202
"""luks @ umdjNW_Jbv"" collected 0.70 from pot",2025-11-26T16:09:22.662Z,176417336266201
"Uncalled bet of 0.20 returned to ""luks @ umdjNW_Jbv""",2025-11-26T16:09:22.662Z,176417336266200
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:09:21.820Z,176417336182000
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:09:20.718Z,176417336071800
"WARNING: the admin queued the stack change for the player ""matt @ BX9q3pofqn"" adding 20.00 chips in the next hand.",2025-11-26T16:09:15.619Z,176417335561900
"""luks @ umdjNW_Jbv"" bets 0.20",2025-11-26T16:09:12.183Z,176417335218300
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:09:10.229Z,176417335022900
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:09:09.095Z,176417334909500
"Flop:  [K♦, 4♠, 7♠]",2025-11-26T16:09:06.451Z,176417334645100
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:09:05.580Z,176417334558000
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:09:02.253Z,176417334225300
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:09:00.731Z,176417334073100
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:08:58.721Z,176417333872100
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:08:56.950Z,176417333695000
"""matt @ BX9q3pofqn"" posts a big blind of 0.20",2025-11-26T16:08:55.505Z,176417333550508
"""loki @ 7Nv8hjyL1f"" posts a small blind of 0.10",2025-11-26T16:08:55.505Z,176417333550507
"Your hand is 10♣, K♥",2025-11-26T16:08:55.505Z,176417333550506
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (14.80) | #3 ""matt @ BX9q3pofqn"" (3.49) | #4 ""Harry @ _rSA9D8q4_"" (36.98) | #5 ""jarell @ DmldWHcaFG"" (23.17) | #6 ""luks @ umdjNW_Jbv"" (31.56)",2025-11-26T16:08:55.505Z,176417333550501
"-- starting hand #15 (id: fit3tzq9hrdk)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:08:55.505Z,176417333550500
"""loki @ 7Nv8hjyL1f"" shows a J♥.",2025-11-26T16:08:52.507Z,176417333250700
"-- ending hand #14 --",2025-11-26T16:08:48.948Z,176417332894803
"""matt @ BX9q3pofqn"" shows a 10♠, 10♦.",2025-11-26T16:08:48.948Z,176417332894802
"""Harry @ _rSA9D8q4_"" collected 36.98 from pot with Two Pair, Q's & 3's (combination: Q♠, Q♥, 3♥, 3♦, J♣)",2025-11-26T16:08:48.948Z,176417332894801
"""Harry @ _rSA9D8q4_"" shows a Q♠, Q♥.",2025-11-26T16:08:48.948Z,176417332894800
"""matt @ BX9q3pofqn"" calls 10.73",2025-11-26T16:08:48.032Z,176417332803200
"""Harry @ _rSA9D8q4_"" bets 10.73 and go all in",2025-11-26T16:08:44.166Z,176417332416600
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:08:41.751Z,176417332175100
"River: 3♥, 6♣, 3♦, J♣ [5♥]",2025-11-26T16:08:40.306Z,176417332030600
"""matt @ BX9q3pofqn"" calls 3.18",2025-11-26T16:08:39.481Z,176417331948100
"""Harry @ _rSA9D8q4_"" bets 3.18",2025-11-26T16:08:33.081Z,176417331308100
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:08:29.058Z,176417330905800
"Turn: 3♥, 6♣, 3♦ [J♣]",2025-11-26T16:08:26.088Z,176417330608800
"""matt @ BX9q3pofqn"" calls 2.29",2025-11-26T16:08:25.247Z,176417330524700
"""Harry @ _rSA9D8q4_"" bets 2.29",2025-11-26T16:08:17.730Z,176417329773000
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:08:15.116Z,176417329511600
"Flop:  [3♥, 6♣, 3♦]",2025-11-26T16:08:11.837Z,176417329183700
"""matt @ BX9q3pofqn"" calls 2.14",2025-11-26T16:08:10.982Z,176417329098200
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T16:08:07.206Z,176417328720600
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:08:03.140Z,176417328314000
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:07:59.295Z,176417327929500
"""Harry @ _rSA9D8q4_"" raises to 2.14",2025-11-26T16:07:58.142Z,176417327814200
"""matt @ BX9q3pofqn"" raises to 0.57",2025-11-26T16:07:52.242Z,176417327224200
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T16:07:48.552Z,176417326855208
"""luks @ umdjNW_Jbv"" posts a small blind of 0.10",2025-11-26T16:07:48.552Z,176417326855207
"Your hand is 7♦, A♠",2025-11-26T16:07:48.552Z,176417326855206
"Player stacks: #2 ""loki @ 7Nv8hjyL1f"" (15.00) | #3 ""matt @ BX9q3pofqn"" (21.83) | #4 ""Harry @ _rSA9D8q4_"" (18.34) | #5 ""jarell @ DmldWHcaFG"" (23.17) | #6 ""luks @ umdjNW_Jbv"" (31.66)",2025-11-26T16:07:48.552Z,176417326855201
"-- starting hand #14 (id: krck2se37zul)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T16:07:48.552Z,176417326855200
"-- ending hand #13 --",2025-11-26T16:07:45.608Z,176417326560802
"""luks @ umdjNW_Jbv"" collected 2.00 from pot",2025-11-26T16:07:45.608Z,176417326560801
"Uncalled bet of 4.00 returned to ""luks @ umdjNW_Jbv""",2025-11-26T16:07:45.608Z,176417326560800
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:07:44.741Z,176417326474100
"""luks @ umdjNW_Jbv"" bets 4.00",2025-11-26T16:07:42.892Z,176417326289200
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:07:33.028Z,176417325302800
"River: J♠, K♥, 4♠, 10♠ [3♥]",2025-11-26T16:07:30.830Z,176417325083000
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:07:30.027Z,176417325002700
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:07:26.014Z,176417324601400
"Turn: J♠, K♥, 4♠ [10♠]",2025-11-26T16:07:22.296Z,176417324229600
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:07:21.474Z,176417324147400
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:07:19.757Z,176417323975700
"Flop:  [J♠, K♥, 4♠]",2025-11-26T16:07:18.121Z,176417323812100
